token	class
<eos>	<eos>
৩৯	CARDINAL
হাজার	PLAIN
প্রাথমিক	PLAIN
বিদ্যালয়ে	PLAIN
৪	CARDINAL
লাখ	PLAIN
শিক্ষক	PLAIN
কর্মরত	PLAIN
।	SYMBOL
<eos>	<eos>
সরকারি	PLAIN
কলেজে	PLAIN
৫০০০	CARDINAL
শিক্ষকের	PLAIN
পদ	PLAIN
খালি	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
১৫	CARDINAL
কোটি	PLAIN
ডলারের	PLAIN
বিনিময়ে	PLAIN
নতুন	PLAIN
ফুটবলার	PLAIN
নিয়ে	PLAIN
এসেছে	PLAIN
স্পেন	PLAIN
।	SYMBOL
<eos>	<eos>
ঢাকা-চট্টগ্রাম	PLAIN
মহাসড়কের	PLAIN
২২২	CARDINAL
কিলোমিটার	PLAIN
৪	CARDINAL
লেনে	PLAIN
উন্নীত	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
গত	PLAIN
অর্থবছরে	PLAIN
৭৫	CARDINAL
বিলিয়ন	PLAIN
ডলারের	PLAIN
পোশাক	PLAIN
রফতানি	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
মাছ	PLAIN
চাষে	PLAIN
২৫	CARDINAL
লাখ	PLAIN
মানুষ	PLAIN
জড়িত	PLAIN
।	SYMBOL
<eos>	<eos>
এই	PLAIN
বছরে	PLAIN
ব্যক্তিগত	PLAIN
খাতে	PLAIN
৪০০	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
বিনিয়োগ	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
ন্যাশনাল	PLAIN
লাইব্রেরিতে	PLAIN
১৫	CARDINAL
লাখ	PLAIN
বই	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সংসদ	PLAIN
নির্বাচনে	PLAIN
৯২	CARDINAL
লাখ	PLAIN
নতুন	PLAIN
ভোটার	PLAIN
যোগ	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশে	PLAIN
৬০০	CARDINAL
টি	PLAIN
পত্র-পত্রিকা	PLAIN
প্রকাশিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
জাতীয়	PLAIN
চিড়িয়াখানায়	PLAIN
৩৭৫০টি	CARDINAL
প্রাণী	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সুন্দরবনে	PLAIN
৭৪৫	CARDINAL
টি	PLAIN
রয়েল	PLAIN
বেঙ্গল	PLAIN
টাইগার	PLAIN
আছে	PLAIN
বলে	PLAIN
সর্বশেষ	PLAIN
সমীক্ষায়	PLAIN
জানা	PLAIN
গেছে	PLAIN
।	SYMBOL
<eos>	<eos>
এই	PLAIN
বছর	PLAIN
৫৬	CARDINAL
হাজার	PLAIN
কোটি	PLAIN
টাকার	PLAIN
ঘাটতি	PLAIN
বাজেট	PLAIN
পেশ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
শিক্ষাপ্রতিষ্ঠানে	PLAIN
৫	CARDINAL
হাজার	PLAIN
কম্পিউটার	PLAIN
ল্যাব	PLAIN
স্থাপন	PLAIN
করবে	PLAIN
সরকার	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৭৫	CARDINAL
সালের	PLAIN
১৫	CARDINAL
আগস্ট	PLAIN
জাতির	PLAIN
পিতা	PLAIN
শেখ	PLAIN
মুজিবুর	PLAIN
রহমান	PLAIN
সপরিবারে	PLAIN
নিহত	PLAIN
হন	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
১৬	CARDINAL
টি	PLAIN
মেডিকেল	PLAIN
কলেজে	PLAIN
৩০০০	CARDINAL
আসন	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
ঢাকা	PLAIN
শহরে	PLAIN
১০	CARDINAL
লাখ	PLAIN
রিকশা	PLAIN
চলাচল	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
বিসিএস	ACRONYM
পরীক্ষায়	PLAIN
৪৫	CARDINAL
হাজার	PLAIN
প্রার্থী	PLAIN
উত্তীর্ণ	PLAIN
হয়েছেন	PLAIN
।	SYMBOL
<eos>	<eos>
৯৯	CARDINAL
টি	PLAIN
বিশেষ	PLAIN
অর্থনৈতিক	PLAIN
অঞ্চল	PLAIN
স্থাপন	PLAIN
করবে	PLAIN
সরকার	PLAIN
।	SYMBOL
<eos>	<eos>
যুক্তরাষ্ট্রে	PLAIN
৭	CARDINAL
লাখ	PLAIN
বাংলাদেশী	PLAIN
বসবাস	PLAIN
করেন	PLAIN
।	SYMBOL
<eos>	<eos>
দেশের	PLAIN
১৫০	CARDINAL
টি	PLAIN
স্টেডিয়ামে	PLAIN
খেলা	PLAIN
অনুষ্ঠিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
কর্মসংস্থানের	PLAIN
জন্য	PLAIN
প্রতিবছর	PLAIN
৫	CARDINAL
লাখ	PLAIN
মানুষ	PLAIN
বিদেশে	PLAIN
যাচ্ছে	PLAIN
।	SYMBOL
<eos>	<eos>
ঢাকা	PLAIN
বিশ্ববিদ্যালয়ের	PLAIN
১০০	CARDINAL
বছর	PLAIN
পূর্তি	PLAIN
হয়েছে	PLAIN
গত	PLAIN
বছর	PLAIN
।	SYMBOL
<eos>	<eos>
আগামী	PLAIN
১০	CARDINAL
বছরে	PLAIN
৫০	CARDINAL
হাজার	PLAIN
মেগাওয়াট	PLAIN
বিদ্যুৎ	PLAIN
উৎপাদনের	PLAIN
লক্ষ্যমাত্রা	PLAIN
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
২০	CARDINAL
লাখ	PLAIN
সরকারি	PLAIN
কর্মচারী	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
এশিয়া	PLAIN
কাপে	PLAIN
বাংলাদেশ	PLAIN
১৭৩	CARDINAL
রান	PLAIN
করে	PLAIN
ভারতকে	PLAIN
হারিয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বন্যায়	PLAIN
৩৫০০	CARDINAL
কিলোমিটার	PLAIN
সড়ক	PLAIN
ক্ষতিগ্রস্ত	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সড়ক	PLAIN
দুর্ঘটনায়	PLAIN
গত	PLAIN
বছর	PLAIN
৭৫৫৫	CARDINAL
জন	PLAIN
নিহত	PLAIN
হয়েছেন	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
৫৭	CARDINAL
টি	PLAIN
বেসরকারি	PLAIN
বিশ্ববিদ্যালয়	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বিএনপি	ACRONYM
নেতা-কর্মীদের	PLAIN
৭৮৮	CARDINAL
টি	PLAIN
মামলা	PLAIN
খারিজ	PLAIN
করেছে	PLAIN
সরকার	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশ	PLAIN
দুধ	PLAIN
উৎপাদনে	PLAIN
৮ম	ORDINAL
স্থানে	PLAIN
রয়েছে	PLAIN
বিশ্বে	PLAIN
।	SYMBOL
<eos>	<eos>
৩৪	CARDINAL
হাজার	PLAIN
হেক্টর	PLAIN
জমিতে	PLAIN
পাট	PLAIN
চাষ	PLAIN
হয়েছে	PLAIN
এ	PLAIN
বছর	PLAIN
।	SYMBOL
<eos>	<eos>
৪৭তম	ORDINAL
বিসিএসে	PLAIN
১৭৫০	CARDINAL
কর্মকর্তা	PLAIN
নিয়োগ	PLAIN
দেবে	PLAIN
সরকার	PLAIN
।	SYMBOL
<eos>	<eos>
উন্নয়ন	PLAIN
সহায়তা	PLAIN
হিসেবে	PLAIN
৭.৫	DECIMAL
বিলিয়ন	PLAIN
ডলার	PLAIN
দেবে	PLAIN
বিশ্বব্যাংক	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশে	PLAIN
১৮২	CARDINAL
টি	PLAIN
নদী	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
কক্সবাজারের	PLAIN
সমুদ্র	PLAIN
সৈকতের	PLAIN
দৈর্ঘ্য	PLAIN
১২০	CARDINAL
কিলোমিটার	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
৯১২	CARDINAL
টি	PLAIN
কলেজ	PLAIN
সরকারি	PLAIN
এবং	PLAIN
২১০০	CARDINAL
টি	PLAIN
বেসরকারি	PLAIN
।	SYMBOL
<eos>	<eos>
হাইকোর্টে	PLAIN
৯৯	CARDINAL
জন	PLAIN
বিচারপতি	PLAIN
রয়েছেন	PLAIN
।	SYMBOL
<eos>	<eos>
হজ্জযাত্রীদের	PLAIN
জন্য	PLAIN
৪৫০০	CARDINAL
টাকায়	PLAIN
সিম	PLAIN
কার্ড	PLAIN
দিচ্ছে	PLAIN
সরকার	PLAIN
।	SYMBOL
<eos>	<eos>
৩০	CARDINAL
লাখ	PLAIN
ছাত্রছাত্রী	PLAIN
উচ্চ	PLAIN
মাধ্যমিক	PLAIN
পরীক্ষা	PLAIN
দিয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
১০০	CARDINAL
দিনের	PLAIN
কর্মসূচিতে	PLAIN
৩	CARDINAL
লাখ	PLAIN
মানুষকে	PLAIN
কাজ	PLAIN
দেওয়া	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
২৫০	CARDINAL
টি	PLAIN
থানায়	PLAIN
ওয়ান	PLAIN
স্টপ	PLAIN
ক্রাইসিস	PLAIN
সেন্টার	PLAIN
স্থাপন	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
পাবনা	PLAIN
জেলায়	PLAIN
৫০০	CARDINAL
একর	PLAIN
জমিতে	PLAIN
শিল্প	PLAIN
পার্ক	PLAIN
স্থাপন	PLAIN
করা	PLAIN
হচ্ছে	PLAIN
।	SYMBOL
<eos>	<eos>
নদী	PLAIN
ভাঙনে	PLAIN
১৭	CARDINAL
লাখ	PLAIN
মানুষ	PLAIN
ক্ষতিগ্রস্ত	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বিসিএস	ACRONYM
পরীক্ষায়	PLAIN
৪	CARDINAL
লাখ	PLAIN
পরীক্ষার্থী	PLAIN
অংশগ্রহণ	PLAIN
করেছেন	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
১৭	CARDINAL
কোটি	PLAIN
সিম	PLAIN
কার্ড	PLAIN
ব্যবহার	PLAIN
করা	PLAIN
হচ্ছে	PLAIN
।	SYMBOL
<eos>	<eos>
রাজধানীতে	PLAIN
৯	CARDINAL
হাজার	PLAIN
সিসিটিভি	ACRONYM
ক্যামেরা	PLAIN
লাগানো	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
সরকারি	PLAIN
কর্মচারীদের	PLAIN
৫	CARDINAL
শতাংশ	PLAIN
বেতন	PLAIN
বৃদ্ধি	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
চট্টগ্রাম	PLAIN
কর্ণফুলী	PLAIN
টানেলের	PLAIN
দৈর্ঘ্য	PLAIN
৩.৪	DECIMAL
কিলোমিটার	PLAIN
।	SYMBOL
<eos>	<eos>
শিক্ষা	PLAIN
প্রতিষ্ঠানে	PLAIN
৩০০০	CARDINAL
নতুন	PLAIN
শ্রেণিকক্ষ	PLAIN
নির্মাণ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
ঢাকায়	PLAIN
৮০	CARDINAL
কিলোমিটার	PLAIN
মেট্রোরেল	PLAIN
নির্মাণ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
সাভারে	PLAIN
৪৫	CARDINAL
হাজার	PLAIN
কোটি	PLAIN
টাকায়	PLAIN
দ্বিতীয়	PLAIN
জাতীয়	PLAIN
সংসদ	PLAIN
ভবন	PLAIN
নির্মাণ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
১০০	CARDINAL
জন	PLAIN
বিশেষজ্ঞ	PLAIN
চিকিৎসক	PLAIN
নিয়োগ	PLAIN
দেবে	PLAIN
স্বাস্থ্য	PLAIN
মন্ত্রণালয়	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশে	PLAIN
৩৪৫	CARDINAL
টি	PLAIN
বাঘ	PLAIN
রয়েছে	PLAIN
বলে	PLAIN
জরিপে	PLAIN
জানা	PLAIN
গেছে	PLAIN
।	SYMBOL
<eos>	<eos>
৪	CARDINAL
জন	PLAIN
নারী	PLAIN
ও	PLAIN
৭	CARDINAL
জন	PLAIN
পুরুষকে	PLAIN
গুলি	PLAIN
করে	PLAIN
হত্যা	PLAIN
করেছে	PLAIN
সন্ত্রাসীরা	PLAIN
।	SYMBOL
<eos>	<eos>
৩	CARDINAL
দিনে	PLAIN
১০	CARDINAL
লাখ	PLAIN
লোক	PLAIN
ঢাকা	PLAIN
ছেড়েছেন	PLAIN
।	SYMBOL
<eos>	<eos>
৯৩৫	CARDINAL
জন	PLAIN
প্রার্থীকে	PLAIN
নিয়োগ	PLAIN
দেওয়া	PLAIN
হবে	PLAIN
শিক্ষা	PLAIN
মন্ত্রণালয়ে	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
৫	CARDINAL
কোটি	PLAIN
শ্রমিক	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
৭৩	CARDINAL
হাজার	PLAIN
কোটি	PLAIN
টাকার	PLAIN
প্রকল্প	PLAIN
বাস্তবায়ন	PLAIN
করবে	PLAIN
সেতু	PLAIN
বিভাগ	PLAIN
।	SYMBOL
<eos>	<eos>
১৫	CARDINAL
লাখ	PLAIN
টাকা	PLAIN
পর্যন্ত	PLAIN
ঋণ	PLAIN
দেবে	PLAIN
কৃষি	PLAIN
ব্যাংক	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশে	PLAIN
৮৫	CARDINAL
শতাংশ	PLAIN
লোক	PLAIN
মোবাইল	PLAIN
ফোন	PLAIN
ব্যবহার	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
যশোরে	PLAIN
৫০০০	CARDINAL
একর	PLAIN
জমিতে	PLAIN
মাংখে	PLAIN
চাষ	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
রাজধানীতে	PLAIN
৩৫	CARDINAL
টি	PLAIN
ফ্লাইওভার	PLAIN
নির্মাণ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
ডেঙ্গু	PLAIN
জ্বরে	PLAIN
গত	PLAIN
বছর	PLAIN
৬৮১	CARDINAL
জন	PLAIN
মারা	PLAIN
গেছে	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
৪০	CARDINAL
টি	PLAIN
পাবলিক	PLAIN
বিশ্ববিদ্যালয়	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
টেস্ট	PLAIN
ক্রিকেটে	PLAIN
বাংলাদেশের	PLAIN
সর্বোচ্চ	PLAIN
স্কোর	PLAIN
৫৯৫	CARDINAL
রান	PLAIN
।	SYMBOL
<eos>	<eos>
প্রধানমন্ত্রী	PLAIN
গতকাল	PLAIN
৭	CARDINAL
টি	PLAIN
প্রকল্পের	PLAIN
উদ্বোধন	PLAIN
করেন	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
১২	CARDINAL
লাখ	PLAIN
প্রাইমারি	PLAIN
স্কুল	PLAIN
শিক্ষক	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
ঢাকা	PLAIN
বিশ্ববিদ্যালয়ে	PLAIN
৭০	CARDINAL
টি	PLAIN
বিভাগ	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
পাবনায়	PLAIN
৬০০	CARDINAL
বছরের	PLAIN
প্রাচীন	PLAIN
মসজিদ	PLAIN
আবিষ্কৃত	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
৩০০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
দিয়ে	PLAIN
পাঁচটি	CARDINAL
সেতু	PLAIN
নির্মাণ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
সরকারি	PLAIN
হাসপাতালে	PLAIN
৫০০০	CARDINAL
নার্সের	PLAIN
পদ	PLAIN
খালি	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
২৫৩	CARDINAL
টি	PLAIN
উপজেলায়	PLAIN
১০০	CARDINAL
শয্যার	PLAIN
হাসপাতাল	PLAIN
নির্মাণ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
৭০	CARDINAL
বছর	PLAIN
বয়সী	PLAIN
ব্যক্তিদের	PLAIN
১০০০	CARDINAL
টাকা	PLAIN
করে	PLAIN
ভাতা	PLAIN
দেওয়া	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
বসুন্ধরা	PLAIN
গ্রুপ	PLAIN
৫০০০	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
বিনিয়োগ	PLAIN
করবে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশের	PLAIN
সর্বোচ্চ	PLAIN
পর্বত	PLAIN
মাধবকুন্ডের	PLAIN
উচ্চতা	PLAIN
১০৬৪	CARDINAL
ফুট	PLAIN
।	SYMBOL
<eos>	<eos>
মহেশখালী	PLAIN
দ্বীপের	PLAIN
আয়তন	PLAIN
৩৬২	CARDINAL
বর্গকিলোমিটার	PLAIN
।	SYMBOL
<eos>	<eos>
বরিশালে	PLAIN
৯০	CARDINAL
কিলোমিটার	PLAIN
নতুন	PLAIN
সড়ক	PLAIN
নির্মাণ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
নতুন	PLAIN
প্রকল্পে	PLAIN
৬০০০	CARDINAL
মহিলাকে	PLAIN
প্রশিক্ষণ	PLAIN
দেওয়া	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
রাজশাহী	PLAIN
বিশ্ববিদ্যালয়ে	PLAIN
৩৫	CARDINAL
টি	PLAIN
বিভাগ	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
এ	PLAIN
বছর	PLAIN
১২	CARDINAL
লাখ	PLAIN
মেট্রিক	PLAIN
টন	PLAIN
চাল	PLAIN
আমদানি	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
জাহাঙ্গীরনগর	PLAIN
বিশ্ববিদ্যালয়ের	PLAIN
ক্যাম্পাসের	PLAIN
আয়তন	PLAIN
৭০০	CARDINAL
একর	PLAIN
।	SYMBOL
<eos>	<eos>
সিরাজগঞ্জে	PLAIN
৪৫০	CARDINAL
বছরের	PLAIN
পুরাতন	PLAIN
মসজিদ	PLAIN
সংস্কার	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
বরিশালে	PLAIN
৪৫০	CARDINAL
একর	PLAIN
জমিতে	PLAIN
হরিজ	PLAIN
চাষ	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সরকারি	PLAIN
প্রাথমিক	PLAIN
বিদ্যালয়ে	PLAIN
১২০০০	CARDINAL
শিক্ষক	PLAIN
নিয়োগ	PLAIN
দেওয়া	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
১৫	CARDINAL
টি	PLAIN
মেডিকেল	PLAIN
কলেজ	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
৪৫	CARDINAL
দিনের	PLAIN
মধ্যে	PLAIN
১০০	CARDINAL
টি	PLAIN
নদী	PLAIN
খনন	PLAIN
কাজ	PLAIN
শেষ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
বৈদেশিক	PLAIN
ঋণের	PLAIN
পরিমাণ	PLAIN
৬০	CARDINAL
বিলিয়ন	PLAIN
ডলার	PLAIN
ছাড়িয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সিলেটে	PLAIN
৫০০	CARDINAL
বছরের	PLAIN
প্রাচীন	PLAIN
মাজার	PLAIN
আবিষ্কৃত	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
১৫	CARDINAL
হাজার	PLAIN
কোটি	PLAIN
টাকার	PLAIN
ঋণ	PLAIN
আদায়	PLAIN
করবে	PLAIN
ব্যাংক	PLAIN
।	SYMBOL
<eos>	<eos>
দেশে	PLAIN
৩	CARDINAL
কোটি	PLAIN
ব্যাংক	PLAIN
একাউন্ট	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
রংপুর	PLAIN
বিভাগে	PLAIN
১৫	CARDINAL
হাজার	PLAIN
হেক্টর	PLAIN
জমিতে	PLAIN
আম	PLAIN
চাষ	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
১৪	CARDINAL
জন	PLAIN
সাংবাদিক	PLAIN
গ্রেপ্তার	PLAIN
হয়েছেন	PLAIN
গত	PLAIN
মাসে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশী	PLAIN
চলচ্চিত্রে	PLAIN
৫০	CARDINAL
বছর	PLAIN
পূর্ণ	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
ঢাকা-কুমিল্লা	PLAIN
৪	CARDINAL
লেন	PLAIN
সড়কের	PLAIN
দৈর্ঘ্য	PLAIN
১২০	CARDINAL
কিলোমিটার	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশে	PLAIN
১০	CARDINAL
হাজার	PLAIN
কোটি	PLAIN
টাকার	PLAIN
বিনিয়োগ	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সিলেটে	PLAIN
১৮০	CARDINAL
জন	PLAIN
ডেঙ্গু	PLAIN
রোগী	PLAIN
হাসপাতালে	PLAIN
ভর্তি	PLAIN
হয়েছেন	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশে	PLAIN
গত	PLAIN
বছর	PLAIN
৭০০০	CARDINAL
মেগাওয়াট	PLAIN
বিদ্যুৎ	PLAIN
উৎপাদন	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
মধুপুর	PLAIN
বনে	PLAIN
৪৫	CARDINAL
প্রজাতির	PLAIN
প্রাণী	PLAIN
বাস	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
ময়মনসিংহে	PLAIN
৩৫	CARDINAL
হেক্টর	PLAIN
জমিতে	PLAIN
কমলার	PLAIN
চাষ	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বিএনপির	PLAIN
৭৫তম	ORDINAL
প্রতিষ্ঠাবার্ষিকী	PLAIN
পালিত	PLAIN
হয়েছে	PLAIN
আজ	PLAIN
।	SYMBOL
<eos>	<eos>
ঢাকার	PLAIN
৬	CARDINAL
টি	PLAIN
সিটি	PLAIN
কর্পোরেশনে	PLAIN
৫০	CARDINAL
লাখ	PLAIN
মানুষ	PLAIN
বাস	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
গত	PLAIN
বছর	PLAIN
১১	CARDINAL
হাজার	PLAIN
কোটি	PLAIN
টাকা	PLAIN
বিদেশে	PLAIN
পাচার	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সিঙ্গাপুরে	PLAIN
৫	CARDINAL
লাখ	PLAIN
বাংলাদেশী	PLAIN
কর্মী	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সুন্দরবনে	PLAIN
১২৫	CARDINAL
টি	PLAIN
নতুন	PLAIN
বাঘের	PLAIN
খোঁজ	PLAIN
পাওয়া	PLAIN
গেছে	PLAIN
।	SYMBOL
<eos>	<eos>
৩৭	CARDINAL
হাজার	PLAIN
গ্রামে	PLAIN
বিদ্যুৎ	PLAIN
সংযোগ	PLAIN
দেয়া	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
ভারত	PLAIN
থেকে	PLAIN
২৫	CARDINAL
হাজার	PLAIN
মেট্রিক	PLAIN
টন	PLAIN
পেঁয়াজ	PLAIN
আমদানি	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
চাঁদপুরে	PLAIN
৭০০	CARDINAL
বছরের	PLAIN
পুরোনো	PLAIN
নৌকা	PLAIN
আবিষ্কার	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
১৭	CARDINAL
হাজার	PLAIN
কোটি	PLAIN
টাকা	PLAIN
ব্যয়ে	PLAIN
জাতীয়	PLAIN
জাদুঘর	PLAIN
নির্মাণ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশের	PLAIN
স্বাধীনতার	PLAIN
৫৩	CARDINAL
বছর	PLAIN
পূর্ণ	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
রাজধানীতে	PLAIN
৪০০	CARDINAL
একর	PLAIN
জমিতে	PLAIN
পর্যটন	PLAIN
পার্ক	PLAIN
তৈরি	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
গাজীপুরে	PLAIN
৫৫	CARDINAL
একর	PLAIN
জমির	PLAIN
উপর	PLAIN
আইটি	ACRONYM
পার্ক	PLAIN
গড়ে	PLAIN
তোলা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
মোবাইল	PLAIN
ব্যাংকিং	PLAIN
গ্রাহকের	PLAIN
সংখ্যা	PLAIN
৯	CARDINAL
কোটি	PLAIN
ছাড়িয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশে	PLAIN
১০০	CARDINAL
টি	PLAIN
বিশেষ	PLAIN
অর্থনৈতিক	PLAIN
অঞ্চল	PLAIN
রয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশে	PLAIN
বর্তমানে	PLAIN
ইউনিয়ন	PLAIN
পরিষদের	PLAIN
সংখ্যা	PLAIN
৪৫০১	CARDINAL
টি	PLAIN
।	SYMBOL
<eos>	<eos>
