token	class
১৯৯০	DATE
সাল	PLAIN
পর্যন্ত	PLAIN
দেশে	PLAIN
সামরিক	PLAIN
শাসন	PLAIN
বলবৎ	PLAIN
ছিল	PLAIN
।	SYMBOL
<eos>	<eos>
২০০৯	DATE
সালের	PLAIN
১	DATE
জানুয়ারি	PLAIN
থেকে	PLAIN
বাংলাদেশে	PLAIN
ডিজিটাল	PLAIN
যুগের	PLAIN
সূচনা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৯৬	DATE
সালের	PLAIN
নির্বাচনে	PLAIN
প্রথমবারের	PLAIN
মতো	PLAIN
বাংলাদেশে	PLAIN
নিরপেক্ষ	PLAIN
তত্ত্বাবধায়ক	PLAIN
সরকার	PLAIN
ব্যবস্থা	PLAIN
চালু	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
আগামী	PLAIN
২	DATE
মার্চ	PLAIN
২০২৫	DATE
থেকে	PLAIN
নতুন	PLAIN
পাসপোর্ট	PLAIN
ফি	PLAIN
কার্যকর	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
খ্রিস্টপূর্ব	PLAIN
৩২৬	DATE
থেকে	PLAIN
১২০৪	DATE
খ্রিস্টাব্দ	PLAIN
পর্যন্ত	PLAIN
প্রাচীন	PLAIN
বাংলার	PLAIN
ইতিহাসে	PLAIN
বিভিন্ন	PLAIN
রাজবংশের	PLAIN
শাসন	PLAIN
দেখা	PLAIN
যায়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৯০	DATE
সালের	PLAIN
৬	DATE
ডিসেম্বর	PLAIN
গণআন্দোলনের	PLAIN
ফলে	PLAIN
এরশাদ	PLAIN
সরকারের	PLAIN
পতন	PLAIN
ঘটে	PLAIN
।	SYMBOL
<eos>	<eos>
১১	DATE
বৈশাখ	PLAIN
১৪৩১	DATE
বঙ্গাব্দ	PLAIN
থেকে	PLAIN
নতুন	PLAIN
ভূমি	PLAIN
রেকর্ড	PLAIN
ব্যবস্থা	PLAIN
চালু	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
আগামী	PLAIN
২৫	DATE
ফেব্রুয়ারি	PLAIN
,	SYMBOL
২০২৫	DATE
জাতীয়	PLAIN
বেতন	PLAIN
কমিশন	PLAIN
চূড়ান্ত	PLAIN
প্রতিবেদন	PLAIN
জমা	PLAIN
দেবে	PLAIN
।	SYMBOL
<eos>	<eos>
২০০১	DATE
থেকে	PLAIN
২০০৬	DATE
সাল	PLAIN
পর্যন্ত	PLAIN
দেশে	PLAIN
চতুর্থ	PLAIN
সংসদ	PLAIN
কার্যকর	PLAIN
ছিল	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৯১	DATE
সালের	PLAIN
২৭	DATE
ফেব্রুয়ারি	PLAIN
দেশে	PLAIN
প্রথম	PLAIN
সংসদীয়	PLAIN
গণতন্ত্র	PLAIN
পুনঃপ্রতিষ্ঠিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
৭	DATE
মার্চ	PLAIN
১৯৭১	DATE
রেসকোর্স	PLAIN
ময়দানে	PLAIN
বঙ্গবন্ধু	PLAIN
তাঁর	PLAIN
ঐতিহাসিক	PLAIN
ভাষণ	PLAIN
দেন	PLAIN
।	SYMBOL
<eos>	<eos>
ফিফা	PLAIN
বিশ্বকাপ	PLAIN
২০২২	DATE
সালের	PLAIN
২০	DATE
নভেম্বর	PLAIN
থেকে	PLAIN
১৮	DATE
ডিসেম্বর	PLAIN
পর্যন্ত	PLAIN
কাতারে	PLAIN
অনুষ্ঠিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
সরকারি	PLAIN
হিসাব	PLAIN
অনুযায়ী	PLAIN
২০২৪	DATE
সালের	PLAIN
জানুয়ারি	PLAIN
মাসে	PLAIN
মুদ্রাস্ফীতি	PLAIN
৯.৮	DECIMAL
শতাংশে	PLAIN
নেমে	PLAIN
এসেছে	PLAIN
।	SYMBOL
<eos>	<eos>
২০৪১	DATE
সালের	PLAIN
মধ্যে	PLAIN
উন্নত	PLAIN
দেশের	PLAIN
মর্যাদায়	PLAIN
পৌঁছানোর	PLAIN
লক্ষ্যমাত্রা	PLAIN
নির্ধারণ	PLAIN
করেছে	PLAIN
বাংলাদেশ	PLAIN
।	SYMBOL
<eos>	<eos>
গত	PLAIN
২৪	DATE
ফেব্রুয়ারি	PLAIN
,	SYMBOL
২০২৫	DATE
সরকার	PLAIN
নতুন	PLAIN
কৃষি	PLAIN
নীতিমালা	PLAIN
ঘোষণা	PLAIN
করেছে	PLAIN
।	SYMBOL
<eos>	<eos>
২০১৭	DATE
-	SYMBOL
২০১৮	DATE
অর্থবছরে	PLAIN
রেমিট্যান্সের	PLAIN
পরিমাণ	PLAIN
১৪.৯	DECIMAL
বিলিয়ন	PLAIN
ডলার	PLAIN
ছিল	PLAIN
।	SYMBOL
<eos>	<eos>
১৮৫০	DATE
সালে	PLAIN
বাংলায়	PLAIN
প্রথম	PLAIN
রেলপথ	PLAIN
নির্মাণের	PLAIN
কাজ	PLAIN
শুরু	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
২০১০	DATE
সালের	PLAIN
১৫	DATE
মার্চ	PLAIN
বাংলাদেশ	PLAIN
সুপ্রিম	PLAIN
কোর্ট	PLAIN
১৯৭২	DATE
সালের	PLAIN
সংবিধান	PLAIN
পুনঃস্থাপনের	PLAIN
রায়	PLAIN
দেয়	PLAIN
।	SYMBOL
<eos>	<eos>
২০১৩	DATE
সালের	PLAIN
২৪	DATE
এপ্রিল	PLAIN
রানা	PLAIN
প্লাজা	PLAIN
ধসে	PLAIN
অন্তত	PLAIN
১১৩৪	CARDINAL
জন	PLAIN
শ্রমিক	PLAIN
নিহত	PLAIN
হন	PLAIN
।	SYMBOL
<eos>	<eos>
১৭৫৭	DATE
সালের	PLAIN
২৩	DATE
জুন	PLAIN
পলাশীর	PLAIN
যুদ্ধে	PLAIN
নবাব	PLAIN
সিরাজউদ্দৌলার	PLAIN
পরাজয়ের	PLAIN
মধ্য	PLAIN
দিয়ে	PLAIN
বাংলায়	PLAIN
ব্রিটিশ	PLAIN
শাসনের	PLAIN
সূচনা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
গত	PLAIN
১৯	DATE
ফেব্রুয়ারি	PLAIN
,	SYMBOL
২০২৫	DATE
দেশে	PLAIN
প্রথমবারের	PLAIN
মতো	PLAIN
৫জি	PLAIN
সেবা	PLAIN
উদ্বোধন	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৫৬	DATE
সালের	PLAIN
২৩	DATE
মার্চ	PLAIN
প্রথম	PLAIN
পাকিস্তান	PLAIN
সংবিধান	PLAIN
কার্যকর	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৭০	DATE
সালের	PLAIN
২৮	DATE
অক্টোবর	PLAIN
ভয়াবহ	PLAIN
বুলবুল	PLAIN
ঘূর্ণিঝড়ে	PLAIN
উপকূলীয়	PLAIN
এলাকায়	PLAIN
প্রায়	PLAIN
৫	CARDINAL
লক্ষ	PLAIN
মানুষ	PLAIN
প্রাণ	PLAIN
হারায়	PLAIN
।	SYMBOL
<eos>	<eos>
২০৩০	DATE
সালের	PLAIN
মধ্যে	PLAIN
জলবায়ু	PLAIN
পরিবর্তনের	PLAIN
ক্ষতিকর	PLAIN
প্রভাব	PLAIN
মোকাবেলায়	PLAIN
নতুন	PLAIN
কর্মপরিকল্পনা	PLAIN
গ্রহণ	PLAIN
করা	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৬৪	DATE
সালের	PLAIN
১১	DATE
জানুয়ারি	PLAIN
সাম্প্রদায়িক	PLAIN
দাঙ্গা	PLAIN
রোধে	PLAIN
দাঙ্গা	PLAIN
প্রতিরোধ	PLAIN
কমিটি	PLAIN
গঠিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৮৬৭	DATE
সালের	PLAIN
২৪	DATE
সেপ্টেম্বর	PLAIN
আহসানউল্লাহ	PLAIN
ঢাকায়	PLAIN
জন্মগ্রহণ	PLAIN
করেন	PLAIN
।	SYMBOL
<eos>	<eos>
১৬০৯	DATE
সালে	PLAIN
ঢাকাকে	PLAIN
বাংলার	PLAIN
রাজধানী	PLAIN
ঘোষণা	PLAIN
করেন	PLAIN
সুবাদার	PLAIN
ইসলাম	PLAIN
খান	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৬৬	DATE
সালের	PLAIN
৫	DATE
-	SYMBOL
৬	DATE
ফেব্রুয়ারি	PLAIN
লাহোরে	PLAIN
অনুষ্ঠিত	PLAIN
সর্বদলীয়	PLAIN
সম্মেলনে	PLAIN
বঙ্গবন্ধু	PLAIN
শেখ	PLAIN
মুজিবুর	PLAIN
রহমান	PLAIN
৬	CARDINAL
-	SYMBOL
দফা	PLAIN
দাবি	PLAIN
উত্থাপন	PLAIN
করেন	PLAIN
।	SYMBOL
<eos>	<eos>
১৭৭৪	DATE
সালে	PLAIN
ইস্ট	PLAIN
ইন্ডিয়া	PLAIN
কোম্পানি	PLAIN
দ্বারা	PLAIN
বাংলায়	PLAIN
প্রথম	PLAIN
ডাকব্যবস্থা	PLAIN
চালু	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
২০১৯	DATE
সালের	PLAIN
১৫	DATE
মার্চ	PLAIN
নিউজিল্যান্ডের	PLAIN
ক্রাইস্টচার্চে	PLAIN
দুটি	PLAIN
মসজিদে	PLAIN
সন্ত্রাসী	PLAIN
হামলায়	PLAIN
৫১	CARDINAL
জন	PLAIN
মুসল্লি	PLAIN
নিহত	PLAIN
হন	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৭৩	DATE
সালের	PLAIN
৭	DATE
মার্চ	PLAIN
দেশের	PLAIN
প্রথম	PLAIN
জাতীয়	PLAIN
সংসদ	PLAIN
নির্বাচন	PLAIN
অনুষ্ঠিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৭১	DATE
সালের	PLAIN
২৫	DATE
মার্চ	PLAIN
কালরাত্রিতে	PLAIN
পাকিস্তানি	PLAIN
বাহিনী	PLAIN
	SYMBOL
অপারেশন	PLAIN
সার্চলাইট	PLAIN
	SYMBOL
নামে	PLAIN
গণহত্যা	PLAIN
শুরু	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৬৯	DATE
সালের	PLAIN
২২	DATE
ফেব্রুয়ারি	PLAIN
শহীদ	PLAIN
আসাদ	PLAIN
দিবস	PLAIN
পালিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৯৩	DATE
সালের	PLAIN
৪	DATE
সেপ্টেম্বর	PLAIN
প্রথম	PLAIN
বাংলাদেশি	PLAIN
হিসেবে	PLAIN
বিমান	PLAIN
নিয়ে	PLAIN
সাগরপাড়ি	PLAIN
দেন	PLAIN
বিমানচালক	PLAIN
শাহনাজ	PLAIN
কবির	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৫৬	DATE
থেকে	PLAIN
১৯৫৯	DATE
সাল	PLAIN
পর্যন্ত	PLAIN
আব্দুল্লাহ	PLAIN
ফজলুল	PLAIN
হক	PLAIN
পূর্ব	PLAIN
পাকিস্তানের	PLAIN
মুখ্যমন্ত্রী	PLAIN
ছিলেন	PLAIN
।	SYMBOL
<eos>	<eos>
১	DATE
জুলাই	PLAIN
,	SYMBOL
২০২৪	DATE
থেকে	PLAIN
কার্যকর	PLAIN
হয়েছে	PLAIN
দেশের	PLAIN
নতুন	PLAIN
প্রশাসনিক	PLAIN
বিভাগ	PLAIN
।	SYMBOL
<eos>	<eos>
২০২০	DATE
সালের	PLAIN
১৭	DATE
মার্চ	PLAIN
থেকে	PLAIN
কোভিড	PLAIN
-	SYMBOL
১৯	CARDINAL
মহামারির	PLAIN
কারণে	PLAIN
দেশে	PLAIN
সর্বপ্রথম	PLAIN
সাধারণ	PLAIN
ছুটি	PLAIN
ঘোষণা	PLAIN
করা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৮৯	DATE
সালের	PLAIN
৯	DATE
নভেম্বর	PLAIN
বার্লিন	PLAIN
প্রাচীর	PLAIN
ভেঙে	PLAIN
পড়ে	PLAIN
যা	PLAIN
শীতল	PLAIN
যুদ্ধের	PLAIN
সমাপ্তি	PLAIN
সূচিত	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
১৮৭৫	DATE
সালে	PLAIN
আনন্দ	PLAIN
মোহন	PLAIN
বসু	PLAIN
প্রতিষ্ঠা	PLAIN
করেন	PLAIN
দেশের	PLAIN
প্রথম	PLAIN
জাতীয়	PLAIN
বিজ্ঞান	PLAIN
সমিতি	PLAIN
।	SYMBOL
<eos>	<eos>
২০১৪	DATE
সালের	PLAIN
১৫	DATE
ডিসেম্বর	PLAIN
সুন্দরবনে	PLAIN
তেল	PLAIN
ট্যাংকার	PLAIN
ডুবে	PLAIN
প্রায়	PLAIN
৩৫০	CARDINAL
বর্গকিলোমিটার	PLAIN
এলাকা	PLAIN
তেলে	PLAIN
দূষিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৫০	DATE
সালের	PLAIN
২২	DATE
ফেব্রুয়ারি	PLAIN
ঢাকা	PLAIN
বিশ্ববিদ্যালয়ে	PLAIN
পুলিশি	PLAIN
নিপীড়নের	PLAIN
প্রতিবাদে	PLAIN
পূর্ব	PLAIN
পাকিস্তান	PLAIN
মুসলিম	PLAIN
ছাত্রলীগ	PLAIN
গঠিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৮৫	DATE
সালের	PLAIN
২৫	DATE
মে	PLAIN
বাংলাদেশ	PLAIN
সময়	PLAIN
রাত	PLAIN
১০	TIME
টা	PLAIN
৩০	TIME
মিনিটে	PLAIN
ভয়াবহ	PLAIN
ঘূর্ণিঝড়ে	PLAIN
উড়িয়া	PLAIN
দ্বীপে	PLAIN
প্রায়	PLAIN
দুই	PLAIN
লাখ	PLAIN
মানুষ	PLAIN
প্রাণ	PLAIN
হারায়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৭৯	DATE
সালের	PLAIN
৬	DATE
এপ্রিল	PLAIN
জুলফিকার	PLAIN
আলী	PLAIN
ভুট্টোকে	PLAIN
ফাঁসি	PLAIN
দেওয়া	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৭১	DATE
সালের	PLAIN
১০	DATE
এপ্রিল	PLAIN
মুজিবনগরে	PLAIN
বাংলাদেশের	PLAIN
প্রথম	PLAIN
সরকার	PLAIN
গঠিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
২০১৬	DATE
সালের	PLAIN
১	DATE
জুলাই	PLAIN
ঢাকার	PLAIN
গুলশানে	PLAIN
হলি	PLAIN
আর্টিজান	PLAIN
বেকারিতে	PLAIN
সন্ত্রাসী	PLAIN
হামলায়	PLAIN
২২	CARDINAL
জন	PLAIN
নিহত	PLAIN
হন	PLAIN
।	SYMBOL
<eos>	<eos>
মার্চ	PLAIN
৮	DATE
,	SYMBOL
২০২৪	DATE
তারিখে	PLAIN
আন্তর্জাতিক	PLAIN
নারী	PLAIN
দিবস	PLAIN
পালিত	PLAIN
হচ্ছে	PLAIN
।	SYMBOL
<eos>	<eos>
১৮৩৪	DATE
সালের	PLAIN
১৯	DATE
আগস্ট	PLAIN
কলকাতার	PLAIN
হিন্দু	PLAIN
কলেজের	PLAIN
(	SYMBOL
বর্তমান	PLAIN
প্রেসিডেন্সি	PLAIN
বিশ্ববিদ্যালয়	PLAIN
)	SYMBOL
প্রথম	PLAIN
ব্যাচে	PLAIN
ফার্স্ট	PLAIN
ইয়ারে	PLAIN
ভর্তি	PLAIN
হন	PLAIN
বিদ্যাসাগর	PLAIN
।	SYMBOL
<eos>	<eos>
২০১২	DATE
সালের	PLAIN
১০	DATE
জুলাই	PLAIN
আন্তর্জাতিক	PLAIN
সামুদ্রিক	PLAIN
আদালত	PLAIN
বাংলাদেশ	PLAIN
ও	PLAIN
মিয়ানমারের	PLAIN
মধ্যে	PLAIN
সমুদ্রসীমা	PLAIN
বিরোধের	PLAIN
রায়	PLAIN
দেয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৪২৭	DATE
বঙ্গাব্দে	PLAIN
ভয়াবহ	PLAIN
বন্যায়	PLAIN
দেশের	PLAIN
উত্তরাঞ্চলের	PLAIN
বেশিরভাগ	PLAIN
জেলা	PLAIN
প্লাবিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
১৯১৩	DATE
সালের	PLAIN
২৫	DATE
মে	PLAIN
কবিগুরু	PLAIN
রবীন্দ্রনাথ	PLAIN
ঠাকুর	PLAIN
নোবেল	PLAIN
পুরস্কার	PLAIN
লাভ	PLAIN
করেন	PLAIN
।	SYMBOL
<eos>	<eos>
১৯১১	DATE
সালের	PLAIN
৩০	DATE
ডিসেম্বর	PLAIN
দিল্লিতে	PLAIN
রাজধানী	PLAIN
স্থানান্তরের	PLAIN
ঘোষণা	PLAIN
দেয়	PLAIN
ব্রিটিশ	PLAIN
সরকার	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৪৭	DATE
সালে	PLAIN
ভারত	PLAIN
বিভাগের	PLAIN
পর	PLAIN
১৪	DATE
আগস্ট	PLAIN
পাকিস্তান	PLAIN
এবং	PLAIN
১৫	DATE
আগস্ট	PLAIN
ভারত	PLAIN
স্বাধীনতা	PLAIN
লাভ	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
২০০৩	DATE
সালের	PLAIN
২১	DATE
ফেব্রুয়ারি	PLAIN
ইউনেস্কো	PLAIN
কর্তৃক	PLAIN
আন্তর্জাতিক	PLAIN
মাতৃভাষা	PLAIN
দিবস	PLAIN
হিসেবে	PLAIN
স্বীকৃতি	PLAIN
লাভ	PLAIN
করে	PLAIN
একুশে	PLAIN
ফেব্রুয়ারি	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৩৮	DATE
সালের	PLAIN
২৩	DATE
এপ্রিল	PLAIN
ঢাকায়	PLAIN
অনুষ্ঠিত	PLAIN
দ্বিতীয়	PLAIN
নিখিল	PLAIN
ভারত	PLAIN
মুসলিম	PLAIN
ছাত্র	PLAIN
ফেডারেশনের	PLAIN
সম্মেলনে	PLAIN
সভাপতিত্ব	PLAIN
করেন	PLAIN
মোহাম্মদ	PLAIN
আলী	PLAIN
জিন্নাহ	PLAIN
।	SYMBOL
<eos>	<eos>
১৮৭৪	DATE
সালের	PLAIN
১৬	DATE
জানুয়ারি	PLAIN
বঙ্গবন্ধু	PLAIN
জন্মগ্রহণ	PLAIN
করেন	PLAIN
।	SYMBOL
<eos>	<eos>
খ্রিস্টপূর্ব	PLAIN
৩২৬	DATE
-	SYMBOL
৩২৫	DATE
অব্দে	PLAIN
আলেকজান্ডার	PLAIN
বাংলা	PLAIN
অঞ্চলে	PLAIN
আসেন	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৭২	DATE
সালের	PLAIN
১০	DATE
জানুয়ারি	PLAIN
পাকিস্তান	PLAIN
থেকে	PLAIN
মুক্তিলাভের	PLAIN
পর	PLAIN
স্বদেশে	PLAIN
ফিরে	PLAIN
আসেন	PLAIN
বঙ্গবন্ধু	PLAIN
শেখ	PLAIN
মুজিবুর	PLAIN
রহমান	PLAIN
।	SYMBOL
<eos>	<eos>
২০১৮	DATE
সালের	PLAIN
৮	DATE
সেপ্টেম্বর	PLAIN
বাংলাদেশের	PLAIN
প্রথম	PLAIN
সার্বক্ষণিক	PLAIN
নিউজ	PLAIN
টেলিভিশন	PLAIN
চ্যানেল	PLAIN
	SYMBOL
এটিএন	ACRONYM
বাংলা	PLAIN
	SYMBOL
সম্প্রচার	PLAIN
শুরু	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
২০১১	DATE
সালের	PLAIN
১১	DATE
জানুয়ারি	PLAIN
বাংলাদেশ	PLAIN
সুপ্রিম	PLAIN
কোর্টের	PLAIN
আপিল	PLAIN
বিভাগ	PLAIN
সপ্তম	PLAIN
সংশোধনী	PLAIN
অবৈধ	PLAIN
ঘোষণা	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
১৯৬৩	DATE
সালের	PLAIN
২৫	DATE
মার্চ	PLAIN
প্রথম	PLAIN
বাঙালি	PLAIN
হিসেবে	PLAIN
মাউন্ট	PLAIN
এভারেস্ট	PLAIN
জয়	PLAIN
করেন	PLAIN
নওজা	PLAIN
তাসনীম	PLAIN
।	SYMBOL
<eos>	<eos>
কবিগুরুর	PLAIN
১১ই	DATE
শ্রাবণ	PLAIN
মৃত্যুবার্ষিকী	PLAIN
পালন	PLAIN
করা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
আন্তর্জাতিক	PLAIN
১৩ই	DATE
অক্টোবর	PLAIN
দুর্যোগ	PLAIN
প্রশমন	PLAIN
দিবস	PLAIN
উপলক্ষে	PLAIN
সেমিনার	PLAIN
অনুষ্ঠিত	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশের	PLAIN
১৪ই	DATE
ডিসেম্বর	PLAIN
শহীদ	PLAIN
বুদ্ধিজীবী	PLAIN
দিবস	PLAIN
পালিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
মৎস্য	PLAIN
অধিদপ্তরের	PLAIN
১৫ই	DATE
আষাঢ়	PLAIN
জাতীয়	PLAIN
মৎস্য	PLAIN
সপ্তাহ	PLAIN
শুরু	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশের	PLAIN
১৬ই	DATE
ডিসেম্বর	PLAIN
বিজয়	PLAIN
দিবস	PLAIN
জাতীয়	PLAIN
জীবনে	PLAIN
অত্যন্ত	PLAIN
গুরুত্বপূর্ণ	PLAIN
।	SYMBOL
<eos>	<eos>
জাতির	PLAIN
পিতার	PLAIN
১৭ই	DATE
মার্চ	PLAIN
জন্মদিন	PLAIN
জাতীয়	PLAIN
শিশু	PLAIN
দিবস	PLAIN
হিসেবে	PLAIN
পালন	PLAIN
করা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
বিশ্ববিদ্যালয়ের	PLAIN
১৮ই	DATE
জানুয়ারী	PLAIN
সমাবর্তন	PLAIN
অনুষ্ঠান	PLAIN
সম্পন্ন	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশে	PLAIN
১৯শে	DATE
মে	PLAIN
কাজী	PLAIN
নজরুল	PLAIN
ইসলামের	PLAIN
জন্মবার্ষিকী	PLAIN
পালন	PLAIN
করা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
আন্তর্জাতিক	PLAIN
২০শে	DATE
জুন	PLAIN
শরণার্থী	PLAIN
দিবস	PLAIN
পালিত	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
বাঙালি	PLAIN
জাতি	PLAIN
২১শে	DATE
ফেব্রুয়ারি	PLAIN
আন্তর্জাতিক	PLAIN
মাতৃভাষা	PLAIN
দিবস	PLAIN
পালন	PLAIN
করে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশে	PLAIN
২২শে	DATE
শ্রাবণ	PLAIN
বর্ষা	PLAIN
মৌসুম	PLAIN
শুরু	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
কৃষি	PLAIN
মন্ত্রণালয়ের	PLAIN
২৩শে	DATE
সেপ্টেম্বর	PLAIN
জাতীয়	PLAIN
কৃষি	PLAIN
মেলার	PLAIN
আয়োজন	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
বিশ্বব্যাপী	PLAIN
২৪শে	DATE
এপ্রিল	PLAIN
পুস্তক	PLAIN
দিবস	PLAIN
পালিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
ইতিহাসের	PLAIN
২৫শে	DATE
মার্চ	PLAIN
কালোরাত্রি	PLAIN
বাঙালি	PLAIN
জাতির	PLAIN
স্মরণীয়	PLAIN
দিন	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশের	PLAIN
২৬শে	DATE
মার্চ	PLAIN
স্বাধীনতা	PLAIN
দিবস	PLAIN
উদযাপন	PLAIN
করা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
বিশ্বের	PLAIN
২৭শে	DATE
অক্টোবর	PLAIN
শ্রবণ	PLAIN
দিবস	PLAIN
পালিত	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
আমাদের	PLAIN
২৮শে	DATE
নভেম্বর	PLAIN
আন্তর্জাতিক	PLAIN
তথ্য	PLAIN
দিবস	PLAIN
উদযাপন	PLAIN
করা	PLAIN
হয়	PLAIN
।	SYMBOL
<eos>	<eos>
প্রতি	PLAIN
চার	PLAIN
বছর	PLAIN
পর	PLAIN
২৯শে	DATE
ফেব্রুয়ারি	PLAIN
লিপ	PLAIN
ইয়ারে	PLAIN
আসে	PLAIN
।	SYMBOL
<eos>	<eos>
বাংলাদেশ	PLAIN
বেতারে	PLAIN
৩০শে	DATE
এপ্রিল	PLAIN
বিশেষ	PLAIN
অনুষ্ঠান	PLAIN
প্রচারিত	PLAIN
হবে	PLAIN
।	SYMBOL
<eos>	<eos>
পুরো	PLAIN
বিশ্বে	PLAIN
৩১শে	DATE
ডিসেম্বর	PLAIN
নববর্ষ	PLAIN
উদযাপনের	PLAIN
প্রস্তুতি	PLAIN
চলে	PLAIN
।	SYMBOL
<eos>	<eos>
