token	class
।	SYMBOL
<eos>	<eos>
সন্ধ্যা	PLAIN
৫:৫০	TIME
এ	PLAIN
শুরু	PLAIN
হওয়া	PLAIN
পুলিশের	PLAIN
অভিযানে	PLAIN
দুইজন	PLAIN
সন্দেহভাজন	PLAIN
গ্রেফতার	PLAIN
হয়েছেন	PLAIN
।	SYMBOL
<eos>	<eos>
২৫	DATE
অক্টোবর	PLAIN
,	SYMBOL
২০২৫	DATE
,	SYMBOL
রাত	PLAIN
৮:০৫	TIME
এ	PLAIN
শেয়ার	PLAIN
বাজারের	PLAIN
আকস্মিক	PLAIN
পতন	PLAIN
ঘটেছে	PLAIN
।	SYMBOL
<eos>	<eos>
ভোর	PLAIN
৬:০৫	TIME
মিনিটে	PLAIN
শুরু	PLAIN
হওয়া	PLAIN
সার্চ	PLAIN
অপারেশন	PLAIN
এখনো	PLAIN
চলছে	PLAIN
।	SYMBOL
<eos>	<eos>
সকাল	PLAIN
১০:১০	TIME
এ	PLAIN
ঢাকা-সিলেট	PLAIN
মহাসড়কে	PLAIN
ভয়াবহ	PLAIN
যানজট	PLAIN
সৃষ্টি	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
৩০	DATE
নভেম্বর	PLAIN
,	SYMBOL
২০২৫	DATE
,	SYMBOL
দুপুর	PLAIN
১২:৫৫	TIME
এ	PLAIN
জাতিসংঘের	PLAIN
কর্মকর্তারা	PLAIN
আলোচনার	PLAIN
জন্য	PLAIN
দেশে	PLAIN
আসবেন	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
১:৪৫	TIME
মিনিটে	PLAIN
শেষ	PLAIN
হওয়া	PLAIN
জরুরি	PLAIN
বৈঠকে	PLAIN
আগামীকালের	PLAIN
কর্মপন্থা	PLAIN
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
।	SYMBOL
<eos>	<eos>
সন্ধ্যা	PLAIN
৬:১৫	TIME
এ	PLAIN
শুরু	PLAIN
হওয়া	PLAIN
ফেসবুক	PLAIN
লাইভ	PLAIN
অনুষ্ঠানে	PLAIN
দেড়	PLAIN
লাখ	PLAIN
দর্শক	PLAIN
যুক্ত	PLAIN
হয়েছিলেন	PLAIN
।	SYMBOL
<eos>	<eos>
বিকাল	PLAIN
৪:৫০	TIME
এ	PLAIN
আকস্মিক	PLAIN
আগুন	PLAIN
লাগার	PLAIN
ঘটনা	PLAIN
ঘটেছে	PLAIN
।	SYMBOL
<eos>	<eos>
রবিবার	PLAIN
,	SYMBOL
সকাল	PLAIN
৯:২০	TIME
থেকে	PLAIN
বিকাল	PLAIN
৫:০০	TIME
টা	PLAIN
পর্যন্ত	PLAIN
ভোটার	PLAIN
নিবন্ধন	PLAIN
কার্যক্রম	PLAIN
চলবে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
১০:০০	TIME
টায়	PLAIN
প্রকাশিত	PLAIN
সর্বশেষ	PLAIN
বুলেটিন	PLAIN
অনুযায়ী	PLAIN
,	SYMBOL
সরকারি	PLAIN
দল	PLAIN
নির্বাচনে	PLAIN
এগিয়ে	PLAIN
আছে	PLAIN
।	SYMBOL
<eos>	<eos>
৫	DATE
ডিসেম্বর	PLAIN
,	SYMBOL
২০২৫	DATE
,	SYMBOL
দুপুর	PLAIN
২:১৫	TIME
মিনিটে	PLAIN
নতুন	PLAIN
সরকার	PLAIN
শপথ	PLAIN
নেবে	PLAIN
।	SYMBOL
<eos>	<eos>
ভোর	PLAIN
৪:০০	TIME
টা	PLAIN
থেকে	PLAIN
সীমান্তে	PLAIN
উত্তেজনা	PLAIN
বাড়তে	PLAIN
শুরু	PLAIN
করেছে	PLAIN
।	SYMBOL
<eos>	<eos>
সকাল	PLAIN
৭:৩৫	TIME
মিনিটে	PLAIN
শুরু	PLAIN
হওয়া	PLAIN
ছাত্র	PLAIN
আন্দোলন	PLAIN
শহরের	PLAIN
যানবাহন	PLAIN
চলাচল	PLAIN
ব্যাহত	PLAIN
করেছে	PLAIN
।	SYMBOL
<eos>	<eos>
বিকাল	PLAIN
৩:৪০	TIME
এ	PLAIN
গ্রাম্য	PLAIN
এলাকায়	PLAIN
শুরু	PLAIN
হওয়া	PLAIN
অগ্নিকাণ্ডে	PLAIN
১০টি	CARDINAL
বাড়ি	PLAIN
পুড়ে	PLAIN
গেছে	PLAIN
।	SYMBOL
<eos>	<eos>
রাত	PLAIN
১১:০০	TIME
টা	PLAIN
পর্যন্ত	PLAIN
আসা	PLAIN
সংবাদ	PLAIN
অনুযায়ী	PLAIN
,	SYMBOL
আন্তর্জাতিক	PLAIN
বাণিজ্য	PLAIN
মেলায়	PLAIN
১	CARDINAL
লাখ	PLAIN
দর্শক	PLAIN
এসেছেন	PLAIN
।	SYMBOL
<eos>	<eos>
মধ্যরাত	PLAIN
১:০০	TIME
টায়	PLAIN
প্রকাশিত	PLAIN
চূড়ান্ত	PLAIN
ফলাফলে	PLAIN
বিপুল	PLAIN
ব্যবধানে	PLAIN
জয়ী	PLAIN
হয়েছেন	PLAIN
স্থানীয়	PLAIN
নেতা	PLAIN
।	SYMBOL
<eos>	<eos>
