token	class
খাতে	PLAIN
৯.৭৮	DECIMAL
শতাংশ	PLAIN
বরাদ্দ	PLAIN
রাখা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
দেশের	PLAIN
মোট	PLAIN
আয়তনের	PLAIN
২২.৩	DECIMAL
শতাংশ	PLAIN
বনভূমি।	PLAIN
<eos>	<eos>
ভূমি	PLAIN
রেজিস্ট্রেশন	PLAIN
ফি	PLAIN
১.৭৫	DECIMAL
শতাংশ	PLAIN
কমানো	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
গড়	PLAIN
পারিবারিক	PLAIN
আয়	PLAIN
প্রতি	PLAIN
মাসে	PLAIN
২১,০৫৬.৭৫	DECIMAL
টাকায়	PLAIN
উন্নীত	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
মাথাপিছু	PLAIN
আয়	PLAIN
বেড়ে	PLAIN
২,৮২৪.৪৫	DECIMAL
ডলারে	PLAIN
পৌঁছেছে।	PLAIN
<eos>	<eos>
ইন্টারনেট	PLAIN
ব্যবহারকারীর	PLAIN
সংখ্যা	PLAIN
দেশের	PLAIN
মোট	PLAIN
জনসংখ্যার	PLAIN
৬৮.৪	DECIMAL
শতাংশে	PLAIN
উন্নীত	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
গত	PLAIN
বছর	PLAIN
স্থানীয়	PLAIN
সরকার	PLAIN
বাজেটের	PLAIN
১৭.৮৯	DECIMAL
শতাংশ	PLAIN
উন্নয়ন	PLAIN
খাতে	PLAIN
ব্যয়	PLAIN
করা	PLAIN
হয়েছে।	PLAIN
<eos>	<eos>
৭.৩৮	DECIMAL
কাঠা	PLAIN
বিশিষ্ট	PLAIN
<eos>	<eos>
