token	class
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
বাংলাদেশ	PLAIN
ব্যাংক	PLAIN
৫০,০০০	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
কৃষি	PLAIN
ঋণ	PLAIN
বিতরণের	PLAIN
লক্ষ্যমাত্রা	PLAIN
নির্ধারণ	PLAIN
করেছে	PLAIN
<eos>	<eos>
এলপিজি	ACRONYM
গ্যাসের	PLAIN
দাম	PLAIN
প্রতি	PLAIN
কেজি	PLAIN
১২৫.৮০	MONEY
টাকা	PLAIN
নির্ধারণ	PLAIN
করেছে	PLAIN
বিইআরসি	ACRONYM
<eos>	<eos>
স্থানীয়	PLAIN
সরকার	PLAIN
মন্ত্রণালয়	PLAIN
পুকুর	PLAIN
উন্নয়নে	PLAIN
৬৭৫	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
প্রকল্প	PLAIN
গ্রহণ	PLAIN
করেছে	PLAIN
<eos>	<eos>
গ্রামীণ	PLAIN
এলাকার	PLAIN
বিদ্যুতায়নের	PLAIN
জন্য	PLAIN
১২,৫০০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
বরাদ্দ	PLAIN
দেওয়া	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
জামদানি	PLAIN
শাড়ির	PLAIN
দাম	PLAIN
বৃদ্ধি	PLAIN
পেয়ে	PLAIN
প্রতিটি	PLAIN
৫০,০০০	MONEY
টাকা	PLAIN
থেকে	PLAIN
১,৫০,০০০	MONEY
টাকা	PLAIN
পর্যন্ত	PLAIN
উন্নীত	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
সবজি	PLAIN
রপ্তানি	PLAIN
থেকে	PLAIN
বাংলাদেশ	PLAIN
গত	PLAIN
বছর	PLAIN
৮৭৫	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
আয়	PLAIN
করেছে	PLAIN
<eos>	<eos>
সরকার	PLAIN
সেচ	PLAIN
পাম্পের	PLAIN
জন্য	PLAIN
প্রতি	PLAIN
একরে	PLAIN
৫,০০০	MONEY
টাকা	PLAIN
ভর্তুকি	PLAIN
দিচ্ছে	PLAIN
<eos>	<eos>
অবকাঠামো	PLAIN
উন্নয়নে	PLAIN
সরকার	PLAIN
জাপান	PLAIN
থেকে	PLAIN
৩.৫	DECIMAL
বিলিয়ন	PLAIN
ডলার	PLAIN
বা	PLAIN
৪০,০০০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
ঋণ	PLAIN
নিয়েছে	PLAIN
<eos>	<eos>
জাতীয়	PLAIN
রাজস্ব	PLAIN
বোর্ড	PLAIN
গত	PLAIN
মাসে	PLAIN
৩২,৫০০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
আয়	PLAIN
করেছে	PLAIN
<eos>	<eos>
বাংলাদেশ	PLAIN
ব্যাংক	PLAIN
তরলতা	PLAIN
সংকট	PLAIN
মোকাবেলায়	PLAIN
বাণিজ্যিক	PLAIN
ব্যাংকগুলোকে	PLAIN
২৫,০০০	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
সহায়তা	PLAIN
দিয়েছে	PLAIN
<eos>	<eos>
মূল্যস্ফীতি	PLAIN
নিয়ন্ত্রণে	PLAIN
রাখতে	PLAIN
কেন্দ্রীয়	PLAIN
ব্যাংক	PLAIN
রেপো	PLAIN
রেট	PLAIN
৭.৭৫	DECIMAL
%	SYMBOL
নির্ধারণ	PLAIN
করেছে	PLAIN
<eos>	<eos>
সিমেন্টের	PLAIN
দাম	PLAIN
প্রতি	PLAIN
ব্যাগ	PLAIN
৬৩০	MONEY
টাকা	PLAIN
থেকে	PLAIN
বেড়ে	PLAIN
৭১০	MONEY
টাকা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
কৃষকদের	PLAIN
মাঝে	PLAIN
দেড়	PLAIN
কোটি	PLAIN
টাকার	PLAIN
কৃষি	PLAIN
যন্ত্রপাতি	PLAIN
বিতরণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
বাজেট	PLAIN
ঘাটতি	PLAIN
পূরণে	PLAIN
সরকার	PLAIN
৭৫,০০০	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
সেভিংস	PLAIN
সার্টিফিকেট	PLAIN
বিক্রি	PLAIN
করবে	PLAIN
<eos>	<eos>
অবৈধ	PLAIN
অর্থ	PLAIN
উদ্ধারে	PLAIN
এনবিআর	ACRONYM
কর	PLAIN
ফাঁকি	PLAIN
দেওয়া	PLAIN
ব্যবসায়ীর	PLAIN
কাছ	PLAIN
থেকে	PLAIN
৮৭	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
আদায়	PLAIN
করেছে	PLAIN
<eos>	<eos>
প্রবাসীদের	PLAIN
রেমিট্যান্সের	PLAIN
উপর	PLAIN
২.৫	DECIMAL
%	SYMBOL
হারে	PLAIN
প্রণোদনা	PLAIN
দেওয়া	PLAIN
হচ্ছে	PLAIN
,	SYMBOL
যা	PLAIN
প্রতি	PLAIN
১০০	CARDINAL
ডলারে	PLAIN
২.৮৭	MONEY
টাকা	PLAIN
<eos>	<eos>
খাদ্য	PLAIN
মন্ত্রণালয়	PLAIN
প্রতি	PLAIN
কেজি	PLAIN
চালে	PLAIN
১০	MONEY
টাকা	PLAIN
ভর্তুকি	PLAIN
দিয়ে	PLAIN
৩৫	MONEY
টাকায়	PLAIN
বিক্রি	PLAIN
করবে	PLAIN
<eos>	<eos>
ইলিশ	PLAIN
মাছের	PLAIN
বাজার	PLAIN
দর	PLAIN
প্রতি	PLAIN
কেজি	PLAIN
২,২০০	MONEY
টাকা	PLAIN
থেকে	PLAIN
বেড়ে	PLAIN
২,৮০০	MONEY
টাকা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
ঢাকা	PLAIN
স্টক	PLAIN
এক্সচেঞ্জে	PLAIN
দৈনিক	PLAIN
লেনদেন	PLAIN
গড়ে	PLAIN
১,২০০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
ছাড়িয়েছে	PLAIN
<eos>	<eos>
গরুর	PLAIN
মাংসের	PLAIN
দাম	PLAIN
প্রতি	PLAIN
কেজি	PLAIN
৬৮০	MONEY
টাকা	PLAIN
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
দেশের	PLAIN
সর্ববৃহৎ	PLAIN
ব্যাংক	PLAIN
গত	PLAIN
বছর	PLAIN
১,৭৫০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
মুনাফা	PLAIN
অর্জন	PLAIN
করেছে	PLAIN
<eos>	<eos>
ঝিনাইদহে	PLAIN
কৃষকরা	PLAIN
প্রতি	PLAIN
মণ	PLAIN
ধান	PLAIN
১,২৮০	MONEY
টাকা	PLAIN
দরে	PLAIN
বিক্রি	PLAIN
করছেন	PLAIN
<eos>	<eos>
শীতকালীন	PLAIN
সবজি	PLAIN
উৎপাদনে	PLAIN
কৃষকদের	PLAIN
মাঝে	PLAIN
১২৫	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
বীজ	PLAIN
বিতরণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
গৃহঋণের	PLAIN
সুদ	PLAIN
হার	PLAIN
১২.৫	DECIMAL
%	SYMBOL
থেকে	PLAIN
কমিয়ে	PLAIN
১০.৭৫	DECIMAL
%	SYMBOL
করা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
প্রতি	PLAIN
কেজি	PLAIN
আম	PLAIN
রপ্তানিতে	PLAIN
সরকার	PLAIN
৫০	MONEY
টাকা	PLAIN
প্রণোদনা	PLAIN
দিচ্ছে	PLAIN
<eos>	<eos>
বিদেশি	PLAIN
বিনিয়োগ	PLAIN
বেড়ে	PLAIN
চলতি	PLAIN
বছরে	PLAIN
৪.৫	DECIMAL
বিলিয়ন	PLAIN
ডলার	PLAIN
বা	PLAIN
৫১,৭৫০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
ছাড়িয়েছে	PLAIN
<eos>	<eos>
সমাজকল্যাণ	PLAIN
মন্ত্রণালয়	PLAIN
প্রতিবন্ধী	PLAIN
ভাতা	PLAIN
বাবদ	PLAIN
৩,৫৭৫	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
বরাদ্দ	PLAIN
দিয়েছে	PLAIN
<eos>	<eos>
প্রতি	PLAIN
লিটার	PLAIN
সয়াবিন	PLAIN
তেলের	PLAIN
দাম	PLAIN
১৮০.৭৫	MONEY
টাকা	PLAIN
নির্ধারণ	PLAIN
করেছে	PLAIN
বাণিজ্য	PLAIN
মন্ত্রণালয়	PLAIN
<eos>	<eos>
রাজধানীতে	PLAIN
নতুন	PLAIN
মেট্রোরেল	PLAIN
প্রকল্পের	PLAIN
জন্য	PLAIN
প্রতি	PLAIN
কিলোমিটার	PLAIN
নির্মাণ	PLAIN
ব্যয়	PLAIN
৬৫০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
<eos>	<eos>
মধ্যম	PLAIN
আয়ের	PLAIN
পরিবারের	PLAIN
মাসিক	PLAIN
আয়	PLAIN
৪৫,০০০	MONEY
টাকায়	PLAIN
উন্নীত	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
বিএসটিআই'র	ACRONYM
সর্বশেষ	PLAIN
প্রতিবেদন	PLAIN
অনুযায়ী	PLAIN
,	SYMBOL
আটা-ময়দার	PLAIN
দাম	PLAIN
কেজি	PLAIN
প্রতি	PLAIN
৫৫.৭৫	MONEY
টাকা	PLAIN
বৃদ্ধি	PLAIN
পেয়েছে	PLAIN
<eos>	<eos>
সিটি	PLAIN
করপোরেশন	PLAIN
৪,৮৭৫	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
বসতি	PLAIN
উন্নয়ন	PLAIN
প্রকল্প	PLAIN
বাস্তবায়ন	PLAIN
করবে	PLAIN
<eos>	<eos>
প্রতি	PLAIN
কেজি	PLAIN
লবণের	PLAIN
দাম	PLAIN
৩৫.৫০	MONEY
টাকা	PLAIN
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
সিমেন্ট	PLAIN
শিল্পে	PLAIN
বছরে	PLAIN
৫,২৫০	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
বিনিয়োগ	PLAIN
হচ্ছে	PLAIN
<eos>	<eos>
গত	PLAIN
বছর	PLAIN
দেশের	PLAIN
৫৪	DECIMAL
%	SYMBOL
পরিবারের	PLAIN
মাসিক	PLAIN
আয়	PLAIN
২৫,০০০	MONEY
টাকার	PLAIN
নিচে	PLAIN
ছিল	PLAIN
<eos>	<eos>
সরকার	PLAIN
প্রতিবছর	PLAIN
শিক্ষা	PLAIN
খাতে	PLAIN
জিডিপি'র	PLAIN
৩.৫	DECIMAL
%	SYMBOL
বা	PLAIN
১,৪৫,০০০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
ব্যয়	PLAIN
করে	PLAIN
<eos>	<eos>
ঢাকার	PLAIN
বাসা	PLAIN
বাড়ির	PLAIN
দাম	PLAIN
প্রতি	PLAIN
বর্গফুট	PLAIN
১৫,০০০	MONEY
টাকা	PLAIN
থেকে	PLAIN
বেড়ে	PLAIN
২২,৫০০	MONEY
টাকা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
সরকার	PLAIN
সুন্দরবন	PLAIN
রক্ষায়	PLAIN
১,২৭৫	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
প্রকল্প	PLAIN
হাতে	PLAIN
নিয়েছে	PLAIN
<eos>	<eos>
কৃষি	PLAIN
ব্যাংক	PLAIN
কৃষকদের	PLAIN
মাঝে	PLAIN
৩৫,০০০	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
ঋণ	PLAIN
বিতরণ	PLAIN
করেছে	PLAIN
<eos>	<eos>
পেঁয়াজ	PLAIN
আমদানিতে	PLAIN
শুল্ক	PLAIN
কমানোর	PLAIN
পর	PLAIN
প্রতি	PLAIN
কেজি	PLAIN
দাম	PLAIN
১৫.৫০	MONEY
টাকা	PLAIN
কমেছে	PLAIN
<eos>	<eos>
সরকার	PLAIN
যুব	PLAIN
ঋণ	PLAIN
হিসেবে	PLAIN
৩,৭৫০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
বিতরণের	PLAIN
সিদ্ধান্ত	PLAIN
নিয়েছে	PLAIN
<eos>	<eos>
গাজীপুরে	PLAIN
কারখানার	PLAIN
শ্রমিকদের	PLAIN
ন্যূনতম	PLAIN
মজুরি	PLAIN
৮,০০০	MONEY
টাকা	PLAIN
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
ঢাকা	PLAIN
শহরে	PLAIN
প্রতি	PLAIN
বর্গফুট	PLAIN
জমির	PLAIN
দাম	PLAIN
গড়ে	PLAIN
১,২৫,০০০	MONEY
টাকায়	PLAIN
পৌঁছেছে	PLAIN
<eos>	<eos>
বাংলাদেশ	PLAIN
ব্যাংক	PLAIN
১,০০০	MONEY
টাকার	PLAIN
নোটে	PLAIN
নতুন	PLAIN
নিরাপত্তা	PLAIN
বৈশিষ্ট্য	PLAIN
যুক্ত	PLAIN
করেছে	PLAIN
<eos>	<eos>
পাট	PLAIN
রপ্তানি	PLAIN
থেকে	PLAIN
বাংলাদেশ	PLAIN
গত	PLAIN
বছর	PLAIN
৭.৫	DECIMAL
বিলিয়ন	PLAIN
ডলার	PLAIN
বা	PLAIN
৮৬,২৫০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
আয়	PLAIN
করেছে	PLAIN
<eos>	<eos>
বেকারত্ব	PLAIN
কমাতে	PLAIN
সরকার	PLAIN
৩৫,০০০	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
কর্মসৃজন	PLAIN
প্রকল্প	PLAIN
হাতে	PLAIN
নিয়েছে	PLAIN
<eos>	<eos>
দুধের	PLAIN
দাম	PLAIN
প্রতি	PLAIN
লিটার	PLAIN
৮৫.৭৫	MONEY
টাকা	PLAIN
বৃদ্ধি	PLAIN
পেয়েছে	PLAIN
<eos>	<eos>
সরকার	PLAIN
দুর্যোগ	PLAIN
মোকাবেলায়	PLAIN
১২,৭৫০	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
তহবিল	PLAIN
গঠন	PLAIN
করেছে	PLAIN
<eos>	<eos>
রাজধানীতে	PLAIN
ট্যাক্সি	PLAIN
ভাড়া	PLAIN
প্রতি	PLAIN
কিলোমিটার	PLAIN
২৫.৫০	MONEY
টাকা	PLAIN
নির্ধারণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
কৃষি	PLAIN
খাতে	PLAIN
প্রাইভেট	PLAIN
সেক্টর	PLAIN
থেকে	PLAIN
৫১,৩৭৫	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
বিনিয়োগ	PLAIN
হচ্ছে	PLAIN
<eos>	<eos>
দক্ষিণাঞ্চলের	PLAIN
২০	CARDINAL
জেলার	PLAIN
উন্নয়নে	PLAIN
৮,৭৫০	CARDINAL
কোটি	PLAIN
টাকার	PLAIN
বিশেষ	PLAIN
প্রকল্প	PLAIN
গ্রহণ	PLAIN
করা	PLAIN
হয়েছে	PLAIN
<eos>	<eos>
অর্থমন্ত্রী	PLAIN
জানিয়েছেন	PLAIN
যে	PLAIN
,	SYMBOL
কর	PLAIN
ফাঁকি	PLAIN
দেওয়ার	PLAIN
কারণে	PLAIN
সরকার	PLAIN
বছরে	PLAIN
৫০,০০০	CARDINAL
কোটি	PLAIN
টাকা	PLAIN
রাজস্ব	PLAIN
হারাচ্ছে	PLAIN
<eos>	<eos>
